,순위,지역,년도,성별,이름,비율,건수
35,15,부산광역시,2012,남성,준혁,준혁(3.72%),107
36,16,부산광역시,2012,남성,지호,지호(3.58%),103
37,17,부산광역시,2012,남성,수현,수현(3.37%),97
38,17,부산광역시,2012,남성,승현,승현(3.37%),97
39,17,부산광역시,2012,남성,우진,우진(3.37%),97
40,20,부산광역시,2012,남성,현준,현준(3.27%),94
41,21,부산광역시,2012,남성,기타,기타(81.08%),"12,329"
42,1,대구광역시,2012,남성,민준,민준(9.40%),190
43,2,대구광역시,2012,남성,도윤,도윤(6.68%),135
44,3,대구광역시,2012,남성,주원,주원(6.43%),130
45,4,대구광역시,2012,남성,준서,준서(6.38%),129
46,5,대구광역시,2012,남성,도현,도현(6.18%),125
47,5,대구광역시,2012,남성,지훈,지훈(6.18%),125
48,7,대구광역시,2012,남성,현우,현우(5.69%),115
49,8,대구광역시,2012,남성,서준,서준(5.49%),111
50,9,대구광역시,2012,남성,민재,민재(4.95%),100
51,10,대구광역시,2012,남성,현준,현준(4.45%),90
52,11,대구광역시,2012,남성,준우,준우(4.30%),87
53,12,대구광역시,2012,남성,승민,승민(4.25%),86
54,13,대구광역시,2012,남성,건우,건우(4.15%),84
55,14,대구광역시,2012,남성,지후,지후(4.10%),83
56,15,대구광역시,2012,남성,예준,예준(4.01%),81
57,16,대구광역시,2012,남성,승현,승현(3.61%),73
58,17,대구광역시,2012,남성,동현,동현(3.51%),71
59,17,대구광역시,2012,남성,시우,시우(3.51%),71
60,19,대구광역시,2012,남성,준혁,준혁(3.41%),69
61,20,대구광역시,2012,남성,승우,승우(3.31%),67
62,21,대구광역시,2012,남성,기타,기타(82.08%),"9,264"
63,1,인천광역시,2012,남성,민준,민준(8.38%),210
64,2,인천광역시,2012,남성,시우,시우(6.78%),170
65,3,인천광역시,2012,남성,서준,서준(6.42%),161
66,4,인천광역시,2012,남성,주원,주원(6.22%),156
67,5,인천광역시,2012,남성,도윤,도윤(6.18%),155
68,6,인천광역시,2012,남성,준서,준서(6.10%),153
69,7,인천광역시,2012,남성,예준,예준(5.78%),145
70,8,인천광역시,2012,남성,지후,지후(5.31%),133
71,9,인천광역시,2012,남성,현우,현우(4.83%),121
72,10,인천광역시,2012,남성,건우,건우(4.79%),120
73,11,인천광역시,2012,남성,민재,민재(4.59%),115
74,11,인천광역시,2012,남성,지호,지호(4.59%),115
75,13,인천광역시,2012,남성,준우,준우(4.19%),105
76,14,인천광역시,2012,남성,지훈,지훈(4.11%),103
77,15,인천광역시,2012,남성,우진,우진(4.03%),101
78,16,인천광역시,2012,남성,도현,도현(3.75%),94
79,17,인천광역시,2012,남성,준혁,준혁(3.59%),90
80,17,인천광역시,2012,남성,현준,현준(3.59%),90
81,19,인천광역시,2012,남성,정우,정우(3.51%),88
82,20,인천광역시,2012,남성,지환,지환(3.27%),82
83,21,인천광역시,2012,남성,기타,기타(82.35%),"11,698"
84,1,광주광역시,2012,남성,민준,민준(8.75%),112
85,2,광주광역시,2012,남성,주원,주원(6.56%),84
86,3,광주광역시,2012,남성,서준,서준(5.94%),76
87,4,광주광역시,2012,남성,도윤,도윤(5.78%),74
88,5,광주광역시,2012,남성,예준,예준(5.70%),73
89,6,광주광역시,2012,남성,시우,시우(5.47%),70
90,7,광주광역시,2012,남성,정우,정우(5.08%),65
91,8,광주광역시,2012,남성,연우,연우(5.00%),64
92,9,광주광역시,2012,남성,건우,건우(4.84%),62
93,10,광주광역시,2012,남성,현우,현우(4.69%),60
94,11,광주광역시,2012,남성,지후,지후(4.53%),58
95,11,광주광역시,2012,남성,하준,하준(4.53%),58
96,13,광주광역시,2012,남성,도현,도현(4.45%),57
97,14,광주광역시,2012,남성,준서,준서(4.30%),55
98,14,광주광역시,2012,남성,지호,지호(4.30%),55
99,16,광주광역시,2012,남성,민재,민재(4.22%),54
100,17,광주광역시,2012,남성,유찬,유찬(4.06%),52
101,17,광주광역시,2012,남성,지훈,지훈(4.06%),52
102,19,광주광역시,2012,남성,선우,선우(3.91%),50
103,20,광주광역시,2012,남성,우진,우진(3.83%),49
104,21,광주광역시,2012,남성,기타,기타(83.24%),"6,357"
105,1,대전광역시,2012,남성,서준,서준(8.89%),118
106,2,대전광역시,2012,남성,민준,민준(8.82%),117
107,3,대전광역시,2012,남성,주원,주원(7.46%),99
108,4,대전광역시,2012,남성,예준,예준(6.41%),85
109,5,대전광역시,2012,남성,도윤,도윤(6.10%),81
110,6,대전광역시,2012,남성,건우,건우(5.95%),79
111,7,대전광역시,2012,남성,시우,시우(5.12%),68
112,7,대전광역시,2012,남성,준서,준서(5.12%),68
113,9,대전광역시,2012,남성,지호,지호(4.67%),62
114,10,대전광역시,2012,남성,도현,도현(4.37%),58
115,11,대전광역시,2012,남성,지후,지후(4.22%),56
116,11,대전광역시,2012,남성,지훈,지훈(4.22%),56
117,11,대전광역시,2012,남성,현우,현우(4.22%),56
118,14,대전광역시,2012,남성,유찬,유찬(3.92%),52
119,15,대전광역시,2012,남성,준혁,준혁(3.69%),49
120,16,대전광역시,2012,남성,우진,우진(3.62%),48
121,17,대전광역시,2012,남성,민재,민재(3.47%),46
122,18,대전광역시,2012,남성,승현,승현(3.39%),45
123,19,대전광역시,2012,남성,현준,현준(3.24%),43
124,20,대전광역시,2012,남성,승우,승우(3.09%),41
125,21,대전광역시,2012,남성,기타,기타(83.40%),"6,669"
126,1,울산광역시,2012,남성,민준,민준(9.51%),106
127,2,울산광역시,2012,남성,시우,시우(5.65%),63
128,3,울산광역시,2012,남성,건우,건우(5.56%),62
129,3,울산광역시,2012,남성,민재,민재(5.56%),62
130,3,울산광역시,2012,남성,준서,준서(5.56%),62
131,6,울산광역시,2012,남성,도윤,도윤(5.38%),60
132,6,울산광역시,2012,남성,주원,주원(5.38%),60
133,8,울산광역시,2012,남성,예준,예준(5.11%),57
134,8,울산광역시,2012,남성,준우,준우(5.11%),57
135,8,울산광역시,2012,남성,지훈,지훈(5.11%),57
136,11,울산광역시,2012,남성,준혁,준혁(5.02%),56
137,12,울산광역시,2012,남성,도현,도현(4.84%),54
138,13,울산광역시,2012,남성,지후,지후(4.75%),53
139,14,울산광역시,2012,남성,서준,서준(4.57%),51
140,15,울산광역시,2012,남성,준영,준영(4.30%),48
141,16,울산광역시,2012,남성,승현,승현(3.77%),42
142,16,울산광역시,2012,남성,현우,현우(3.77%),42
143,18,울산광역시,2012,남성,민성,민성(3.68%),41
144,18,울산광역시,2012,남성,연우,연우(3.68%),41
145,18,울산광역시,2012,남성,지우,지우(3.68%),41
146,19,울산광역시,2012,남성,기타,기타(82.13%),"5,125"
147,1,세종특별자치시,2012,남성,서준,서준(12.90%),8
148,2,세종특별자치시,2012,남성,민준,민준(6.45%),4
149,2,세종특별자치시,2012,남성,주원,주원(6.45%),4
150,2,세종특별자치시,2012,남성,준영,준영(6.45%),4
151,5,세종특별자치시,2012,남성,건우,건우(4.84%),3
152,5,세종특별자치시,2012,남성,도윤,도윤(4.84%),3
153,5,세종특별자치시,2012,남성,서율,서율(4.84%),3
154,5,세종특별자치시,2012,남성,성민,성민(4.84%),3
155,5,세종특별자치시,2012,남성,성현,성현(4.84%),3
156,5,세종특별자치시,2012,남성,수호,수호(4.84%),3
157,5,세종특별자치시,2012,남성,승호,승호(4.84%),3
158,5,세종특별자치시,2012,남성,시우,시우(4.84%),3
159,5,세종특별자치시,2012,남성,우진,우진(4.84%),3
160,5,세종특별자치시,2012,남성,준우,준우(4.84%),3
161,15,세종특별자치시,2012,남성,경준,경준(3.23%),2
162,15,세종특별자치시,2012,남성,도엽,도엽(3.23%),2
163,15,세종특별자치시,2012,남성,도현,도현(3.23%),2
164,15,세종특별자치시,2012,남성,유성,유성(3.23%),2
165,15,세종특별자치시,2012,남성,준혁,준혁(3.23%),2
166,15,세종특별자치시,2012,남성,지호,지호(3.23%),2
167,16,세종특별자치시,2012,남성,기타,기타(78.55%),227
168,1,경기도,2012,남성,민준,민준(8.52%),925
169,2,경기도,2012,남성,서준,서준(7.55%),820
170,3,경기도,2012,남성,주원,주원(7.14%),775
171,4,경기도,2012,남성,예준,예준(6.07%),659
172,5,경기도,2012,남성,시우,시우(5.61%),609
173,6,경기도,2012,남성,준서,준서(5.58%),606
174,7,경기도,2012,남성,도윤,도윤(5.42%),589
175,8,경기도,2012,남성,현우,현우(4.93%),535
176,9,경기도,2012,남성,지후,지후(4.87%),529
177,10,경기도,2012,남성,건우,건우(4.79%),520
178,11,경기도,2012,남성,지훈,지훈(4.49%),487
179,12,경기도,2012,남성,지호,지호(4.45%),483
180,13,경기도,2012,남성,도현,도현(4.33%),470
181,14,경기도,2012,남성,준우,준우(4.28%),465
182,15,경기도,2012,남성,민재,민재(4.02%),437
183,16,경기도,2012,남성,우진,우진(3.86%),419
184,17,경기도,2012,남성,준혁,준혁(3.64%),395
185,18,경기도,2012,남성,승현,승현(3.54%),384
186,19,경기도,2012,남성,선우,선우(3.53%),383
187,20,경기도,2012,남성,현준,현준(3.39%),368
188,21,경기도,2012,남성,기타,기타(83.01%),"53,034"
189,1,강원도,2012,남성,민준,민준(7.88%),75
190,2,강원도,2012,남성,서준,서준(6.72%),64
191,3,강원도,2012,남성,도현,도현(6.51%),62
192,4,강원도,2012,남성,주원,주원(5.67%),54
193,5,강원도,2012,남성,현우,현우(5.57%),53
194,6,강원도,2012,남성,예준,예준(5.36%),51
195,7,강원도,2012,남성,준우,준우(5.25%),50
196,8,강원도,2012,남성,현준,현준(5.15%),49
197,9,강원도,2012,남성,시우,시우(5.04%),48
198,10,강원도,2012,남성,도윤,도윤(4.83%),46
199,11,강원도,2012,남성,준혁,준혁(4.73%),45
200,11,강원도,2012,남성,지후,지후(4.73%),45
201,13,강원도,2012,남성,지훈,지훈(4.62%),44
202,14,강원도,2012,남성,건우,건우(4.41%),42
203,14,강원도,2012,남성,지호,지호(4.41%),42
204,16,강원도,2012,남성,우진,우진(4.10%),39
205,16,강원도,2012,남성,준영,준영(4.10%),39
206,18,강원도,2012,남성,시후,시후(3.78%),36
207,19,강원도,2012,남성,준서,준서(3.68%),35
208,20,강원도,2012,남성,성민,성민(3.47%),33
209,21,강원도,2012,남성,기타,기타(85.22%),"5,489"
210,1,충청북도,2012,남성,민준,민준(9.50%),121
211,2,충청북도,2012,남성,서준,서준(8.40%),107
212,3,충청북도,2012,남성,시우,시우(6.04%),77
213,4,충청북도,2012,남성,준서,준서(5.73%),73
214,5,충청북도,2012,남성,지훈,지훈(5.42%),69
215,6,충청북도,2012,남성,지환,지환(5.10%),65
216,7,충청북도,2012,남성,현준,현준(5.02%),64
217,8,충청북도,2012,남성,지후,지후(4.95%),63
218,9,충청북도,2012,남성,우진,우진(4.71%),60
219,9,충청북도,2012,남성,현우,현우(4.71%),60
220,11,충청북도,2012,남성,주원,주원(4.40%),56
221,12,충청북도,2012,남성,준우,준우(4.32%),55
222,13,충청북도,2012,남성,민재,민재(4.24%),54
223,13,충청북도,2012,남성,예준,예준(4.24%),54
224,15,충청북도,2012,남성,건우,건우(4.08%),52
225,16,충청북도,2012,남성,시후,시후(4.00%),51
226,17,충청북도,2012,남성,준혁,준혁(3.85%),49
227,18,충청북도,2012,남성,도윤,도윤(3.77%),48
228,18,충청북도,2012,남성,도현,도현(3.77%),48
229,18,충청북도,2012,남성,준영,준영(3.77%),48
230,19,충청북도,2012,남성,기타,기타(83.86%),"6,617"
231,1,충청남도,2012,남성,민준,민준(8.21%),144
232,2,충청남도,2012,남성,주원,주원(7.24%),127
233,3,충청남도,2012,남성,서준,서준(6.61%),116
234,4,충청남도,2012,남성,시우,시우(6.50%),114
235,5,충청남도,2012,남성,예준,예준(6.21%),109
236,6,충청남도,2012,남성,지후,지후(5.47%),96
237,7,충청남도,2012,남성,준서,준서(5.30%),93
238,8,충청남도,2012,남성,도현,도현(5.13%),90
239,9,충청남도,2012,남성,도윤,도윤(4.90%),86
240,9,충청남도,2012,남성,우진,우진(4.90%),86
241,11,충청남도,2012,남성,건우,건우(4.62%),81
242,12,충청남도,2012,남성,지훈,지훈(4.50%),79
243,13,충청남도,2012,남성,준혁,준혁(4.39%),77
244,14,충청남도,2012,남성,현우,현우(4.33%),76
245,15,충청남도,2012,남성,준우,준우(4.28%),75
246,16,충청남도,2012,남성,선우,선우(3.71%),65
247,17,충청남도,2012,남성,민재,민재(3.59%),63
248,18,충청남도,2012,남성,현준,현준(3.53%),62
249,19,충청남도,2012,남성,지호,지호(3.31%),58
250,20,충청남도,2012,남성,지우,지우(3.25%),57
251,21,충청남도,2012,남성,기타,기타(83.78%),"9,058"
252,1,전라북도,2012,남성,민준,민준(8.81%),116
253,2,전라북도,2012,남성,건우,건우(6.91%),91
254,3,전라북도,2012,남성,주원,주원(6.61%),87
255,4,전라북도,2012,남성,지훈,지훈(5.77%),76
256,5,전라북도,2012,남성,도윤,도윤(5.62%),74
257,6,전라북도,2012,남성,시우,시우(5.16%),68
258,7,전라북도,2012,남성,도현,도현(5.09%),67
259,7,전라북도,2012,남성,준서,준서(5.09%),67
260,9,전라북도,2012,남성,예준,예준(4.78%),63
261,9,전라북도,2012,남성,준혁,준혁(4.78%),63
262,9,전라북도,2012,남성,현우,현우(4.78%),63
263,12,전라북도,2012,남성,서준,서준(4.48%),59
264,12,전라북도,2012,남성,연우,연우(4.48%),59
265,14,전라북도,2012,남성,선우,선우(4.33%),57
266,15,전라북도,2012,남성,민재,민재(4.10%),54
267,15,전라북도,2012,남성,준영,준영(4.10%),54
268,17,전라북도,2012,남성,현준,현준(4.02%),53
269,18,전라북도,2012,남성,정우,정우(3.72%),49
270,18,전라북도,2012,남성,지호,지호(3.72%),49
271,20,전라북도,2012,남성,은찬,은찬(3.64%),48
272,21,전라북도,2012,남성,기타,기타(84.83%),"7,363"
273,1,전라남도,2012,남성,민준,민준(8.96%),122
274,2,전라남도,2012,남성,주원,주원(6.02%),82
275,3,전라남도,2012,남성,준서,준서(5.51%),75
276,4,전라남도,2012,남성,서준,서준(5.43%),74
277,4,전라남도,2012,남성,승우,승우(5.43%),74
278,4,전라남도,2012,남성,현우,현우(5.43%),74
279,7,전라남도,2012,남성,건우,건우(5.36%),73
280,7,전라남도,2012,남성,시우,시우(5.36%),73
281,9,전라남도,2012,남성,지후,지후(5.21%),71
282,10,전라남도,2012,남성,예준,예준(4.92%),67
283,11,전라남도,2012,남성,지호,지호(4.85%),66
284,12,전라남도,2012,남성,민재,민재(4.77%),65
285,13,전라남도,2012,남성,준혁,준혁(4.70%),64
286,14,전라남도,2012,남성,도윤,도윤(4.55%),62
287,15,전라남도,2012,남성,도현,도현(4.41%),60
288,16,전라남도,2012,남성,현준,현준(4.11%),56
289,17,전라남도,2012,남성,하준,하준(3.96%),54
290,18,전라남도,2012,남성,승현,승현(3.89%),53
291,19,전라남도,2012,남성,연우,연우(3.60%),49
292,20,전라남도,2012,남성,지훈,지훈(3.52%),48
293,21,전라남도,2012,남성,기타,기타(84.52%),"7,438"
294,1,경상북도,2012,남성,민준,민준(8.40%),174
295,2,경상북도,2012,남성,서준,서준(6.76%),140
296,3,경상북도,2012,남성,도현,도현(6.27%),130
297,4,경상북도,2012,남성,주원,주원(6.13%),127
298,5,경상북도,2012,남성,예준,예준(5.89%),122
299,6,경상북도,2012,남성,지훈,지훈(5.60%),116
300,7,경상북도,2012,남성,준서,준서(5.45%),113
301,8,경상북도,2012,남성,건우,건우(4.97%),103
302,8,경상북도,2012,남성,도윤,도윤(4.97%),103
303,10,경상북도,2012,남성,시우,시우(4.73%),98
304,11,경상북도,2012,남성,현우,현우(4.63%),96
305,12,경상북도,2012,남성,지후,지후(4.58%),95
306,13,경상북도,2012,남성,승현,승현(4.49%),93
307,14,경상북도,2012,남성,민재,민재(4.30%),89
308,15,경상북도,2012,남성,현준,현준(4.20%),87
309,16,경상북도,2012,남성,준우,준우(4.15%),86
310,17,경상북도,2012,남성,준혁,준혁(3.81%),79
311,18,경상북도,2012,남성,승민,승민(3.76%),78
312,19,경상북도,2012,남성,준영,준영(3.47%),72
313,20,경상북도,2012,남성,동현,동현(3.43%),71
314,21,경상북도,2012,남성,기타,기타(84.40%),"11,211"
315,1,경상남도,2012,남성,민준,민준(10.18%),315
316,2,경상남도,2012,남성,준서,준서(6.95%),215
317,3,경상남도,2012,남성,서준,서준(5.62%),174
318,4,경상남도,2012,남성,지훈,지훈(5.56%),172
319,5,경상남도,2012,남성,민재,민재(5.20%),161
320,6,경상남도,2012,남성,도윤,도윤(5.17%),160
321,6,경상남도,2012,남성,시우,시우(5.17%),160
322,8,경상남도,2012,남성,주원,주원(5.04%),156
323,9,경상남도,2012,남성,준우,준우(5.01%),155
324,10,경상남도,2012,남성,도현,도현(4.88%),151
325,11,경상남도,2012,남성,우진,우진(4.85%),150
326,12,경상남도,2012,남성,현우,현우(4.75%),147
327,13,경상남도,2012,남성,예준,예준(4.65%),144
328,14,경상남도,2012,남성,건우,건우(4.52%),140
329,15,경상남도,2012,남성,승현,승현(3.85%),119
330,15,경상남도,2012,남성,준혁,준혁(3.85%),119
331,15,경상남도,2012,남성,지후,지후(3.85%),119
332,18,경상남도,2012,남성,수현,수현(3.72%),115
333,19,경상남도,2012,남성,현준,현준(3.65%),113
334,20,경상남도,2012,남성,지호,지호(3.52%),109
335,21,경상남도,2012,남성,기타,기타(82.52%),"14,608"
336,1,제주특별자치도,2012,남성,~99,~99(12.04%),81
337,2,제주특별자치도,2012,남성,서준,서준(10.40%),70
338,3,제주특별자치도,2012,남성,유준,유준(7.58%),51
339,4,제주특별자치도,2012,남성,지환,지환(5.94%),40
340,5,제주특별자치도,2012,남성,예준,예준(5.79%),39
341,6,제주특별자치도,2012,남성,민준,민준(5.50%),37
342,7,제주특별자치도,2012,남성,준우,준우(5.35%),36
343,8,제주특별자치도,2012,남성,시우,시우(5.05%),34
344,8,제주특별자치도,2012,남성,지후,지후(5.05%),34
345,10,제주특별자치도,2012,남성,현우,현우(4.90%),33
346,11,제주특별자치도,2012,남성,승현,승현(3.71%),25
347,12,제주특별자치도,2012,남성,강민,강민(3.57%),24
348,13,제주특별자치도,2012,남성,지훈,지훈(3.42%),23
349,14,제주특별자치도,2012,남성,건우,건우(3.27%),22
350,14,제주특별자치도,2012,남성,예성,예성(3.27%),22
351,16,제주특별자치도,2012,남성,승혁,승혁(3.12%),21
352,16,제주특별자치도,2012,남성,준서,준서(3.12%),21
353,16,제주특별자치도,2012,남성,지호,지호(3.12%),21
354,19,제주특별자치도,2012,남성,주원,주원(2.97%),20
355,20,제주특별자치도,2012,남성,진우,진우(2.82%),19
356,21,제주특별자치도,2012,남성,기타,기타(80.15%),"2,717"
